subset,image_path,label_path,box_count,class_ids,hydration_proxy_pct,richness_proxy_score,plant_diversity_index,mean_bbox_area_ratio
train,data/yolo_dataset/images/train/MAX_0009_20.jpg,data/yolo_dataset/labels/train/MAX_0009_20.txt,17,0,32.3049,51.0677,-0.0,0.007739
train,data/yolo_dataset/images/train/MAX_0009_26.jpg,data/yolo_dataset/labels/train/MAX_0009_26.txt,5,0,44.665,56.4419,-0.0,0.048142
train,data/yolo_dataset/images/train/MAX_0009_33.jpg,data/yolo_dataset/labels/train/MAX_0009_33.txt,13,0,47.832,57.162,-0.0,0.03136
train,data/yolo_dataset/images/train/MAX_0009_34.jpg,data/yolo_dataset/labels/train/MAX_0009_34.txt,12,0,29.1865,43.1064,-0.0,0.004256
train,data/yolo_dataset/images/train/MAX_0009_40.jpg,data/yolo_dataset/labels/train/MAX_0009_40.txt,6,0,39.6286,52.2551,-0.0,0.00326
train,data/yolo_dataset/images/train/MAX_0009_41.jpg,data/yolo_dataset/labels/train/MAX_0009_41.txt,9,0,27.4539,38.4139,-0.0,0.003527
train,data/yolo_dataset/images/train/MAX_0009_47.jpg,data/yolo_dataset/labels/train/MAX_0009_47.txt,10,0,38.5113,51.9855,-0.0,0.004544
train,data/yolo_dataset/images/train/MAX_0009_48.jpg,data/yolo_dataset/labels/train/MAX_0009_48.txt,13,0,25.8284,36.2829,-0.0,0.004055
train,data/yolo_dataset/images/train/MAX_0009_6.jpg,data/yolo_dataset/labels/train/MAX_0009_6.txt,19,0,41.6863,60.1064,-0.0,0.031617
train,data/yolo_dataset/images/train/MAX_0010_12.jpg,data/yolo_dataset/labels/train/MAX_0010_12.txt,4,0,40.2744,56.7597,-0.0,0.018605
train,data/yolo_dataset/images/train/MAX_0010_13.jpg,data/yolo_dataset/labels/train/MAX_0010_13.txt,27,0,37.3166,59.0621,-0.0,0.01356
train,data/yolo_dataset/images/train/MAX_0010_27.jpg,data/yolo_dataset/labels/train/MAX_0010_27.txt,18,0,34.194,54.9405,-0.0,0.015423
train,data/yolo_dataset/images/train/MAX_0010_34.jpg,data/yolo_dataset/labels/train/MAX_0010_34.txt,8,0,30.9343,48.0651,-0.0,0.013844
train,data/yolo_dataset/images/train/MAX_0010_39.jpg,data/yolo_dataset/labels/train/MAX_0010_39.txt,3,0,34.6516,53.9731,-0.0,0.084783
train,data/yolo_dataset/images/train/MAX_0010_4.jpg,data/yolo_dataset/labels/train/MAX_0010_4.txt,3,0,36.9113,54.7995,-0.0,0.092368
train,data/yolo_dataset/images/train/MAX_0010_40.jpg,data/yolo_dataset/labels/train/MAX_0010_40.txt,4,0,44.3943,54.5825,-0.0,0.076314
train,data/yolo_dataset/images/train/MAX_0010_41.jpg,data/yolo_dataset/labels/train/MAX_0010_41.txt,7,0,29.6513,44.5796,-0.0,0.007705
train,data/yolo_dataset/images/train/MAX_0010_46.jpg,data/yolo_dataset/labels/train/MAX_0010_46.txt,6,0,40.4558,55.1406,-0.0,0.02635
train,data/yolo_dataset/images/train/MAX_0010_47.jpg,data/yolo_dataset/labels/train/MAX_0010_47.txt,8,0,47.4245,55.1068,-0.0,0.070466
train,data/yolo_dataset/images/train/MAX_0010_48.jpg,data/yolo_dataset/labels/train/MAX_0010_48.txt,19,0,32.0266,51.2969,-0.0,0.014644
train,data/yolo_dataset/images/train/MAX_0010_6.jpg,data/yolo_dataset/labels/train/MAX_0010_6.txt,22,0,40.9023,60.9651,-0.0,0.020769
train,data/yolo_dataset/images/train/MAX_0011_13.jpg,data/yolo_dataset/labels/train/MAX_0011_13.txt,7,0,43.4109,60.5946,-0.0,0.04187
train,data/yolo_dataset/images/train/MAX_0011_17.jpg,data/yolo_dataset/labels/train/MAX_0011_17.txt,1,0,22.2543,31.877,-0.0,0.005631
train,data/yolo_dataset/images/train/MAX_0011_18.jpg,data/yolo_dataset/labels/train/MAX_0011_18.txt,2,0,32.4176,52.0858,-0.0,0.110193
train,data/yolo_dataset/images/train/MAX_0011_20.jpg,data/yolo_dataset/labels/train/MAX_0011_20.txt,6,0,39.078,57.45,-0.0,0.020999
train,data/yolo_dataset/images/train/MAX_0011_25.jpg,data/yolo_dataset/labels/train/MAX_0011_25.txt,4,0,34.4059,55.3411,-0.0,0.032536
train,data/yolo_dataset/images/train/MAX_0011_26.jpg,data/yolo_dataset/labels/train/MAX_0011_26.txt,2,0,55.5224,63.733,-0.0,0.041252
train,data/yolo_dataset/images/train/MAX_0011_27.jpg,data/yolo_dataset/labels/train/MAX_0011_27.txt,11,0,36.9992,55.8031,-0.0,0.018697
train,data/yolo_dataset/images/train/MAX_0011_33.jpg,data/yolo_dataset/labels/train/MAX_0011_33.txt,3,0,52.2461,60.0102,-0.0,0.043427
train,data/yolo_dataset/images/train/MAX_0011_34.jpg,data/yolo_dataset/labels/train/MAX_0011_34.txt,12,0,34.1418,55.4921,-0.0,0.018823
train,data/yolo_dataset/images/train/MAX_0011_40.jpg,data/yolo_dataset/labels/train/MAX_0011_40.txt,1,0,47.8405,55.9911,-0.0,0.191455
train,data/yolo_dataset/images/train/MAX_0011_41.jpg,data/yolo_dataset/labels/train/MAX_0011_41.txt,11,0,33.2068,53.6677,-0.0,0.024669
train,data/yolo_dataset/images/train/MAX_0011_46.jpg,data/yolo_dataset/labels/train/MAX_0011_46.txt,4,0,35.38,51.5631,-0.0,0.041543
train,data/yolo_dataset/images/train/MAX_0011_47.jpg,data/yolo_dataset/labels/train/MAX_0011_47.txt,2,0,45.82,56.3898,-0.0,0.099064
train,data/yolo_dataset/images/train/MAX_0011_48.jpg,data/yolo_dataset/labels/train/MAX_0011_48.txt,16,0,32.2356,52.7597,-0.0,0.011599
train,data/yolo_dataset/images/train/MAX_0011_6.jpg,data/yolo_dataset/labels/train/MAX_0011_6.txt,4,0,42.5947,58.8807,-0.0,0.089138
train,data/yolo_dataset/images/train/MAX_0012_13.jpg,data/yolo_dataset/labels/train/MAX_0012_13.txt,1,0,45.278,62.9276,-0.0,0.602041
train,data/yolo_dataset/images/train/MAX_0012_5.jpg,data/yolo_dataset/labels/train/MAX_0012_5.txt,5,0,49.2265,56.9885,-0.0,0.026008
train,data/yolo_dataset/images/train/MAX_0012_6.jpg,data/yolo_dataset/labels/train/MAX_0012_6.txt,2,0,47.1808,61.2445,-0.0,0.020599
train,data/yolo_dataset/images/train/MAX_0013_13.jpg,data/yolo_dataset/labels/train/MAX_0013_13.txt,17,0,42.2226,61.1264,-0.0,0.02425
train,data/yolo_dataset/images/train/MAX_0013_20.jpg,data/yolo_dataset/labels/train/MAX_0013_20.txt,17,0,39.4047,59.7779,-0.0,0.016572
train,data/yolo_dataset/images/train/MAX_0013_27.jpg,data/yolo_dataset/labels/train/MAX_0013_27.txt,12,0,39.5027,59.7152,-0.0,0.031009
train,data/yolo_dataset/images/train/MAX_0013_41.jpg,data/yolo_dataset/labels/train/MAX_0013_41.txt,7,0,37.6966,59.0237,-0.0,0.062869
train,data/yolo_dataset/images/train/MAX_0013_48.jpg,data/yolo_dataset/labels/train/MAX_0013_48.txt,23,0,31.8551,51.1226,-0.0,0.007285
train,data/yolo_dataset/images/train/MAX_0013_6.jpg,data/yolo_dataset/labels/train/MAX_0013_6.txt,11,0,42.8278,59.2819,-0.0,0.027723
train,data/yolo_dataset/images/train/MAX_0014_13.jpg,data/yolo_dataset/labels/train/MAX_0014_13.txt,7,0,40.5777,61.2175,-0.0,0.038807
train,data/yolo_dataset/images/train/MAX_0014_20.jpg,data/yolo_dataset/labels/train/MAX_0014_20.txt,3,0,40.387,61.9527,-0.0,0.158539
train,data/yolo_dataset/images/train/MAX_0014_24.jpg,data/yolo_dataset/labels/train/MAX_0014_24.txt,1,0,29.1104,44.9374,-0.0,0.005327
train,data/yolo_dataset/images/train/MAX_0014_26.jpg,data/yolo_dataset/labels/train/MAX_0014_26.txt,2,0,45.4181,54.8744,-0.0,0.018208
train,data/yolo_dataset/images/train/MAX_0014_27.jpg,data/yolo_dataset/labels/train/MAX_0014_27.txt,12,0,37.603,59.4641,-0.0,0.020432
train,data/yolo_dataset/images/train/MAX_0014_41.jpg,data/yolo_dataset/labels/train/MAX_0014_41.txt,13,0,30.3131,48.5439,-0.0,0.00836
train,data/yolo_dataset/images/train/MAX_0014_5.jpg,data/yolo_dataset/labels/train/MAX_0014_5.txt,4,0,51.0321,56.3007,-0.0,0.009504
train,data/yolo_dataset/images/train/MAX_0014_6.jpg,data/yolo_dataset/labels/train/MAX_0014_6.txt,8,0,42.0896,59.84,-0.0,0.052517
train,data/yolo_dataset/images/train/MAX_0015_13.jpg,data/yolo_dataset/labels/train/MAX_0015_13.txt,26,0,36.0847,51.9876,-0.0,0.008197
train,data/yolo_dataset/images/train/MAX_0015_20.jpg,data/yolo_dataset/labels/train/MAX_0015_20.txt,28,0,37.0218,53.7492,-0.0,0.005655
train,data/yolo_dataset/images/train/MAX_0015_27.jpg,data/yolo_dataset/labels/train/MAX_0015_27.txt,21,0,38.9093,55.7115,-0.0,0.008616
train,data/yolo_dataset/images/train/MAX_0015_32.jpg,data/yolo_dataset/labels/train/MAX_0015_32.txt,2,0,39.8143,56.2534,-0.0,0.04063
train,data/yolo_dataset/images/train/MAX_0015_33.jpg,data/yolo_dataset/labels/train/MAX_0015_33.txt,14,0,49.5597,55.8279,-0.0,0.022208
train,data/yolo_dataset/images/train/MAX_0015_34.jpg,data/yolo_dataset/labels/train/MAX_0015_34.txt,17,0,37.1004,54.3462,-0.0,0.0125
train,data/yolo_dataset/images/train/MAX_0015_40.jpg,data/yolo_dataset/labels/train/MAX_0015_40.txt,14,0,52.5146,56.232,-0.0,0.028689
train,data/yolo_dataset/images/train/MAX_0015_41.jpg,data/yolo_dataset/labels/train/MAX_0015_41.txt,20,0,36.3333,53.8004,-0.0,0.011397
train,data/yolo_dataset/images/train/MAX_0015_5.jpg,data/yolo_dataset/labels/train/MAX_0015_5.txt,3,0,46.1636,54.6321,-0.0,0.010142
train,data/yolo_dataset/images/train/MAX_0015_6.jpg,data/yolo_dataset/labels/train/MAX_0015_6.txt,29,0,43.0601,58.9459,-0.0,0.014638
train,data/yolo_dataset/images/train/MAX_0016_12.jpg,data/yolo_dataset/labels/train/MAX_0016_12.txt,6,0,40.3033,54.2841,-0.0,0.009154
train,data/yolo_dataset/images/train/MAX_0016_19.jpg,data/yolo_dataset/labels/train/MAX_0016_19.txt,3,0,40.5258,53.0738,-0.0,0.005744
train,data/yolo_dataset/images/train/MAX_0016_20.jpg,data/yolo_dataset/labels/train/MAX_0016_20.txt,25,0,26.2935,38.5375,-0.0,0.002531
train,data/yolo_dataset/images/train/MAX_0016_26.jpg,data/yolo_dataset/labels/train/MAX_0016_26.txt,3,0,39.9099,51.0267,-0.0,0.013527
train,data/yolo_dataset/images/train/MAX_0016_27.jpg,data/yolo_dataset/labels/train/MAX_0016_27.txt,19,0,30.4015,44.6007,-0.0,0.004638
train,data/yolo_dataset/images/train/MAX_0016_33.jpg,data/yolo_dataset/labels/train/MAX_0016_33.txt,6,0,40.5908,50.9938,-0.0,0.007661
train,data/yolo_dataset/images/train/MAX_0016_34.jpg,data/yolo_dataset/labels/train/MAX_0016_34.txt,29,0,32.6876,49.1921,-0.0,0.005739
train,data/yolo_dataset/images/train/MAX_0016_48.jpg,data/yolo_dataset/labels/train/MAX_0016_48.txt,27,0,34.1311,50.9019,-0.0,0.011864
train,data/yolo_dataset/images/train/MAX_0016_5.jpg,data/yolo_dataset/labels/train/MAX_0016_5.txt,4,0,41.1765,54.2464,-0.0,0.009495
train,data/yolo_dataset/images/train/MAX_0017_13.jpg,data/yolo_dataset/labels/train/MAX_0017_13.txt,27,0,42.0568,68.6441,-0.0,0.007148
train,data/yolo_dataset/images/train/MAX_0017_18.jpg,data/yolo_dataset/labels/train/MAX_0017_18.txt,3,0,35.9701,53.9587,-0.0,0.018908
train,data/yolo_dataset/images/train/MAX_0017_20.jpg,data/yolo_dataset/labels/train/MAX_0017_20.txt,32,0,48.4906,74.1806,-0.0,0.009898
train,data/yolo_dataset/images/train/MAX_0017_26.jpg,data/yolo_dataset/labels/train/MAX_0017_26.txt,22,0,44.29,55.0126,-0.0,0.009271
train,data/yolo_dataset/images/train/MAX_0017_27.jpg,data/yolo_dataset/labels/train/MAX_0017_27.txt,23,0,39.654,63.2505,-0.0,0.008606
train,data/yolo_dataset/images/train/MAX_0017_32.jpg,data/yolo_dataset/labels/train/MAX_0017_32.txt,7,0,35.4543,54.9196,-0.0,0.009717
train,data/yolo_dataset/images/train/MAX_0017_33.jpg,data/yolo_dataset/labels/train/MAX_0017_33.txt,23,0,43.8239,54.9112,-0.0,0.009617
train,data/yolo_dataset/images/train/MAX_0017_34.jpg,data/yolo_dataset/labels/train/MAX_0017_34.txt,30,0,33.9166,50.6841,-0.0,0.008487
train,data/yolo_dataset/images/train/MAX_0017_4.jpg,data/yolo_dataset/labels/train/MAX_0017_4.txt,3,0,26.5485,39.7567,-0.0,0.005979
train,data/yolo_dataset/images/train/MAX_0017_40.jpg,data/yolo_dataset/labels/train/MAX_0017_40.txt,26,0,44.6551,54.3168,-0.0,0.010128
train,data/yolo_dataset/images/train/MAX_0017_41.jpg,data/yolo_dataset/labels/train/MAX_0017_41.txt,30,0,32.2804,48.1727,-0.0,0.007081
train,data/yolo_dataset/images/train/MAX_0017_45.jpg,data/yolo_dataset/labels/train/MAX_0017_45.txt,4,0,21.9703,29.8253,-0.0,0.002257
train,data/yolo_dataset/images/train/MAX_0017_47.jpg,data/yolo_dataset/labels/train/MAX_0017_47.txt,13,0,39.5972,50.6294,-0.0,0.010458
train,data/yolo_dataset/images/train/MAX_0017_48.jpg,data/yolo_dataset/labels/train/MAX_0017_48.txt,21,0,28.6365,42.3461,-0.0,0.008689
train,data/yolo_dataset/images/train/MAX_0017_5.jpg,data/yolo_dataset/labels/train/MAX_0017_5.txt,10,0,44.157,54.7419,-0.0,0.021799
train,data/yolo_dataset/images/train/MAX_0018_0.jpg,data/yolo_dataset/labels/train/MAX_0018_0.txt,4,0,31.5785,38.7372,-0.0,0.004284
train,data/yolo_dataset/images/train/MAX_0018_10.jpg,data/yolo_dataset/labels/train/MAX_0018_10.txt,1,0,26.953,31.3704,-0.0,0.001975
train,data/yolo_dataset/images/train/MAX_0018_14.jpg,data/yolo_dataset/labels/train/MAX_0018_14.txt,1,0,27.9621,33.8624,-0.0,0.006182
train,data/yolo_dataset/images/train/MAX_0018_16.jpg,data/yolo_dataset/labels/train/MAX_0018_16.txt,8,0,26.5432,32.4167,-0.0,0.002082
train,data/yolo_dataset/images/train/MAX_0018_19.jpg,data/yolo_dataset/labels/train/MAX_0018_19.txt,10,0,37.2845,51.0362,-0.0,0.020802
train,data/yolo_dataset/images/train/MAX_0018_21.jpg,data/yolo_dataset/labels/train/MAX_0018_21.txt,5,0,26.7998,31.2099,-0.0,0.001731
train,data/yolo_dataset/images/train/MAX_0018_22.jpg,data/yolo_dataset/labels/train/MAX_0018_22.txt,5,0,26.4424,33.5002,-0.0,0.002291
train,data/yolo_dataset/images/train/MAX_0018_24.jpg,data/yolo_dataset/labels/train/MAX_0018_24.txt,1,0,24.6008,27.9974,-0.0,0.003321
train,data/yolo_dataset/images/train/MAX_0018_25.jpg,data/yolo_dataset/labels/train/MAX_0018_25.txt,4,0,28.878,39.4035,-0.0,0.003166
train,data/yolo_dataset/images/train/MAX_0018_26.jpg,data/yolo_dataset/labels/train/MAX_0018_26.txt,11,0,35.0195,46.5524,-0.0,0.008998
train,data/yolo_dataset/images/train/MAX_0018_28.jpg,data/yolo_dataset/labels/train/MAX_0018_28.txt,2,0,25.1324,27.2383,-0.0,0.001873
train,data/yolo_dataset/images/train/MAX_0018_29.jpg,data/yolo_dataset/labels/train/MAX_0018_29.txt,3,0,24.4565,29.8403,-0.0,0.001777
train,data/yolo_dataset/images/train/MAX_0018_30.jpg,data/yolo_dataset/labels/train/MAX_0018_30.txt,4,0,23.8914,28.8645,-0.0,0.005856
train,data/yolo_dataset/images/train/MAX_0018_31.jpg,data/yolo_dataset/labels/train/MAX_0018_31.txt,2,0,24.0725,27.6113,-0.0,0.002626
train,data/yolo_dataset/images/train/MAX_0018_32.jpg,data/yolo_dataset/labels/train/MAX_0018_32.txt,10,0,33.3803,49.7226,-0.0,0.003904
train,data/yolo_dataset/images/train/MAX_0018_37.jpg,data/yolo_dataset/labels/train/MAX_0018_37.txt,3,0,24.1344,28.6558,-0.0,0.001975
train,data/yolo_dataset/images/train/MAX_0018_38.jpg,data/yolo_dataset/labels/train/MAX_0018_38.txt,1,0,24.8928,27.6283,-0.0,0.003871
train,data/yolo_dataset/images/train/MAX_0018_39.jpg,data/yolo_dataset/labels/train/MAX_0018_39.txt,7,0,29.2725,39.6265,-0.0,0.001931
train,data/yolo_dataset/images/train/MAX_0018_46.jpg,data/yolo_dataset/labels/train/MAX_0018_46.txt,4,0,32.3845,43.548,-0.0,0.017676
train,data/yolo_dataset/images/train/MAX_0018_47.jpg,data/yolo_dataset/labels/train/MAX_0018_47.txt,16,0,36.5509,49.0892,-0.0,0.010581
train,data/yolo_dataset/images/train/MAX_0018_48.jpg,data/yolo_dataset/labels/train/MAX_0018_48.txt,2,0,31.6284,36.0169,-0.0,0.001965
train,data/yolo_dataset/images/train/MAX_0018_5.jpg,data/yolo_dataset/labels/train/MAX_0018_5.txt,12,0,35.6987,47.4634,-0.0,0.010292
train,data/yolo_dataset/images/train/MAX_0018_8.jpg,data/yolo_dataset/labels/train/MAX_0018_8.txt,6,0,29.0116,36.5409,-0.0,0.004826
train,data/yolo_dataset/images/train/MAX_0018_9.jpg,data/yolo_dataset/labels/train/MAX_0018_9.txt,2,0,28.6187,35.1798,-0.0,0.002195
train,data/yolo_dataset/images/train/MAX_0019_0.jpg,data/yolo_dataset/labels/train/MAX_0019_0.txt,5,0,28.9068,32.4757,-0.0,0.001428
train,data/yolo_dataset/images/train/MAX_0019_1.jpg,data/yolo_dataset/labels/train/MAX_0019_1.txt,3,0,29.664,35.8437,-0.0,0.004679
train,data/yolo_dataset/images/train/MAX_0019_10.jpg,data/yolo_dataset/labels/train/MAX_0019_10.txt,2,0,26.7013,32.3781,-0.0,0.001643
train,data/yolo_dataset/images/train/MAX_0019_11.jpg,data/yolo_dataset/labels/train/MAX_0019_11.txt,2,0,33.9957,46.0581,-0.0,0.01267
train,data/yolo_dataset/images/train/MAX_0019_12.jpg,data/yolo_dataset/labels/train/MAX_0019_12.txt,9,0,44.3968,56.2286,-0.0,0.023555
train,data/yolo_dataset/images/train/MAX_0019_13.jpg,data/yolo_dataset/labels/train/MAX_0019_13.txt,10,0,33.5707,41.1031,-0.0,0.003132
train,data/yolo_dataset/images/train/MAX_0019_14.jpg,data/yolo_dataset/labels/train/MAX_0019_14.txt,3,0,27.2002,34.0915,-0.0,0.00377
train,data/yolo_dataset/images/train/MAX_0019_16.jpg,data/yolo_dataset/labels/train/MAX_0019_16.txt,3,0,26.287,32.5469,-0.0,0.001527
train,data/yolo_dataset/images/train/MAX_0019_18.jpg,data/yolo_dataset/labels/train/MAX_0019_18.txt,1,0,29.1319,37.2765,-0.0,0.003169
train,data/yolo_dataset/images/train/MAX_0019_19.jpg,data/yolo_dataset/labels/train/MAX_0019_19.txt,10,0,42.5908,54.9535,-0.0,0.008744
train,data/yolo_dataset/images/train/MAX_0019_2.jpg,data/yolo_dataset/labels/train/MAX_0019_2.txt,8,0,30.328,37.0647,-0.0,0.002484
train,data/yolo_dataset/images/train/MAX_0019_20.jpg,data/yolo_dataset/labels/train/MAX_0019_20.txt,7,0,33.6656,40.3331,-0.0,0.003176
train,data/yolo_dataset/images/train/MAX_0019_21.jpg,data/yolo_dataset/labels/train/MAX_0019_21.txt,1,0,27.2281,32.7994,-0.0,0.001639
train,data/yolo_dataset/images/train/MAX_0019_22.jpg,data/yolo_dataset/labels/train/MAX_0019_22.txt,1,0,27.1114,33.0633,-0.0,0.003161
train,data/yolo_dataset/images/train/MAX_0019_23.jpg,data/yolo_dataset/labels/train/MAX_0019_23.txt,1,0,25.5287,30.4759,-0.0,0.003025
train,data/yolo_dataset/images/train/MAX_0019_24.jpg,data/yolo_dataset/labels/train/MAX_0019_24.txt,1,0,25.0785,29.6539,-0.0,0.002423
train,data/yolo_dataset/images/train/MAX_0019_25.jpg,data/yolo_dataset/labels/train/MAX_0019_25.txt,5,0,29.9853,38.2693,-0.0,0.002566
train,data/yolo_dataset/images/train/MAX_0019_26.jpg,data/yolo_dataset/labels/train/MAX_0019_26.txt,9,0,41.0152,51.6744,-0.0,0.008161
train,data/yolo_dataset/images/train/MAX_0019_28.jpg,data/yolo_dataset/labels/train/MAX_0019_28.txt,1,0,26.6885,32.865,-0.0,0.008371
train,data/yolo_dataset/images/train/MAX_0019_3.jpg,data/yolo_dataset/labels/train/MAX_0019_3.txt,2,0,28.4188,33.918,-0.0,0.006385
train,data/yolo_dataset/images/train/MAX_0019_30.jpg,data/yolo_dataset/labels/train/MAX_0019_30.txt,1,0,24.7214,28.6313,-0.0,0.001717
train,data/yolo_dataset/images/train/MAX_0019_31.jpg,data/yolo_dataset/labels/train/MAX_0019_31.txt,1,0,26.271,31.8172,-0.0,0.001873
train,data/yolo_dataset/images/train/MAX_0019_32.jpg,data/yolo_dataset/labels/train/MAX_0019_32.txt,1,0,31.4714,40.7033,-0.0,0.01355
